,eastAll,eastOne,eastOneyear,eastSix,eastThree,eastThreeyear
524,-1.6,0.47,0.0,1.9,0.85,0.0
525,1.22,0.35,0.0,1.07,0.53,0.0
526,1.46,0.39,0.0,1.27,0.62,0.0
527,1.55,0.73,0.0,1.5,0.77,0.0
528,0.0,-0.03,1.06,0.47,1.48,-0.04
529,0.0,-0.85,0.22,0.25,1.38,-0.99
530,22.84,9.5,23.42,9.36,5.25,0.0
531,33.43,9.75,24.5,11.71,3.12,0.0
532,1.49,6.03,0.0,0.0,2.41,0.0
533,36.32,6.57,30.47,9.56,3.11,34.46
534,15.94,2.06,0.81,1.41,1.39,11.67
535,22.81,0.35,-0.38,-0.33,-0.8,15.36
536,25.72,0.39,0.14,-0.02,-0.62,17.1
537,57.59,0.77,0.19,0.28,-0.24,25.53
538,62.31,0.8,0.57,0.47,-0.14,26.99
539,141.74,6.49,23.92,7.99,2.04,138.1
540,154.45,1.17,4.41,1.87,0.6,76.34
541,104.21,9.13,16.96,6.35,0.33,78.94
542,244.26,4.31,17.89,9.94,5.91,69.81
543,17.4,1.21,10.96,2.18,0.6,0.0
544,7.99,4.45,-9.74,-5.54,-5.6,0.0
545,0.8,1.31,0.0,0.0,0.4,0.0
546,2.1,4.5,-7.69,-6.42,-5.46,0.0
547,3.4,4.55,-7.01,-6.17,-5.31,0.0
548,-25.2,4.76,-1.06,-0.4,-2.6,0.0
549,-29.7,5.56,-6.64,-4.48,-5.51,0.0
550,29.71,3.7,2.78,1.67,1.37,2.86
551,17.4,2.89,-5.09,-4.48,-6.3,17.4
552,38.2,1.33,6.56,2.91,0.7,24.4
553,34.01,1.37,6.69,2.92,0.73,20.18
554,49.96,0.84,4.53,2.04,1.35,32.36
555,52.1,0.91,5.0,2.18,1.42,33.89
556,128.06,4.29,7.37,1.0,-1.57,123.81
557,36.7,4.27,18.05,7.98,0.66,0.0
558,193.02,4.33,18.33,8.13,0.72,193.9
559,33.1,0.53,3.82,1.84,1.06,17.58
560,35.5,0.67,4.31,2.11,1.19,18.96
561,156.95,1.97,1.19,-0.37,-4.89,80.49
562,8.59,2.52,0.0,8.55,6.95,0.0
563,0.0,0.0,0.0,0.0,0.0,0.0
564,0.0,0.0,0.0,0.0,0.0,0.0
565,0.04,1.47,0.0,1.13,0.75,0.0
566,24.2,0.32,0.0,24.57,24.08,0.0
567,-2.1,1.24,0.0,-1.71,-1.11,0.0
568,12.9,6.51,10.58,2.26,-1.57,0.0
569,-3.9,3.44,-7.51,-7.15,-4.28,0.0
570,0.0,0.0,0.0,0.0,0.0,0.0
571,46.5,1.45,2.45,2.52,0.96,0.0
572,8.2,1.22,-0.09,0.84,0.84,0.0
573,9.2,1.3,0.28,1.02,0.92,0.0
574,41.0,1.15,4.29,2.25,0.57,41.0
575,37.1,6.94,-3.99,-0.94,-3.79,37.1
576,50.9,4.43,-9.42,-5.39,-5.51,32.83
577,26.2,1.53,2.44,1.37,1.04,21.93
578,28.0,1.59,2.81,1.59,1.19,23.31
579,17.74,1.64,2.49,1.54,1.45,19.65
580,18.9,1.64,2.68,1.64,1.54,20.47
581,121.1,4.84,-14.83,-7.02,-5.75,74.09
582,31.16,1.01,0.99,0.2,0.1,20.0
583,33.33,0.91,1.28,0.3,0.2,21.28
584,57.8,5.06,7.27,0.57,-3.84,62.51
585,34.6,5.9,25.44,14.36,8.03,93.67
586,53.9,7.47,-2.96,3.36,-2.66,42.76
587,98.01,4.62,-15.18,-6.75,-5.63,67.53
588,55.65,1.72,1.32,2.05,1.32,25.0
589,60.54,1.79,1.79,2.32,1.4,26.59
590,61.04,5.55,-6.47,-4.35,-5.31,50.36
591,89.43,5.95,25.44,15.98,10.42,88.04
592,64.27,4.06,-4.88,-6.4,-6.61,44.73
593,103.54,3.34,-8.54,-9.18,-11.82,84.03
594,136.16,5.01,0.29,-4.45,-9.7,63.66
595,78.6,4.26,-6.44,-5.5,-6.88,60.76
596,150.0,4.08,30.34,11.41,2.54,124.42
597,177.02,3.55,-11.9,-4.43,-7.67,29.72
598,424.28,4.1,-2.68,-3.4,-5.26,37.83
599,62.39,1.49,0.74,0.08,-0.32,19.53
600,374.68,6.83,21.01,14.8,6.66,149.14
601,250.37,7.03,22.6,22.11,11.82,139.76
602,270.85,6.38,23.34,20.99,12.05,141.14
603,21.8,0.41,0.91,-0.49,-1.06,0.0
604,122.88,0.91,3.41,1.21,0.66,118.09
605,119.9,0.86,2.93,0.92,0.43,116.01
606,22.24,0.75,-10.89,-3.33,-1.33,21.75
607,16.35,0.74,-18.78,-5.24,-2.28,16.59
608,0.0,0.0,0.0,0.0,0.0,0.0
609,0.0,6.27,-0.99,12.74,3.31,-1.09
610,27.98,0.0,-2.92,-1.51,-1.4,17.19
611,72.1,1.35,-4.6,-2.16,-1.77,65.16
612,43.09,1.19,4.6,3.58,1.27,50.94
613,45.52,3.64,4.06,4.86,-0.79,74.57
614,73.59,7.96,-0.17,10.39,5.04,70.51
615,50.9,5.67,8.87,7.71,0.73,34.97
616,78.49,9.29,-3.09,6.26,1.75,33.01
617,15.3,4.53,18.38,8.26,2.76,59.03
618,48.4,2.2,-1.98,-2.28,-1.94,28.6
619,236.04,5.89,-0.79,0.51,-2.0,20.36
620,16.7,3.27,12.75,8.76,7.36,66.0
621,-11.8,6.01,-1.89,3.76,0.46,-15.44
622,40.34,5.65,3.18,4.75,0.16,34.86
623,35.59,1.02,1.1,1.26,0.94,14.39
624,37.03,0.96,0.72,1.04,0.88,13.41
625,-3.62,1.18,-6.56,-6.86,-3.15,0.0
626,89.72,4.68,6.76,7.62,2.29,57.3
627,16.11,1.18,-1.03,-1.35,-3.15,18.36
628,22.42,4.94,17.71,11.81,8.51,90.77
629,263.6,5.67,-0.89,6.82,4.72,57.56
630,161.23,5.48,17.2,11.92,5.39,121.17
631,46.82,5.6,6.24,2.67,0.91,36.94
632,72.25,2.27,-5.01,0.0,-2.04,-15.79
633,483.73,5.31,5.65,2.07,0.35,37.23
634,887.83,6.57,9.29,11.28,7.87,74.07
635,119.22,5.55,-2.5,-2.86,-2.86,27.66
636,170.75,10.33,0.48,10.14,5.7,7.69
637,231.6,5.76,8.07,1.02,-1.88,45.31
638,57.31,3.49,-1.99,-3.14,-2.96,72.67
639,679.99,4.21,-3.08,2.44,1.07,63.86
640,3.82,-1.9,-2.81,4.57,-1.69,4.38
641,3.37,-1.91,-2.72,4.63,-1.69,5.07
642,20.74,1.25,31.14,16.63,5.22,0.0
643,21.55,0.61,29.83,16.63,5.13,0.0
644,53.69,0.12,23.06,6.43,2.55,41.05
645,105.9,-1.53,36.0,13.95,5.27,62.38
646,29.01,1.44,0.0,0.0,17.54,0.0
647,12.0,0.27,36.09,14.99,6.36,0.0
648,7.83,5.94,17.09,9.55,3.33,0.0
649,-2.98,2.82,0.0,0.0,-2.62,0.0
650,1.29,2.88,0.0,-0.96,-0.53,0.0
651,-14.12,4.64,0.0,-7.47,-13.57,0.0
652,0.0,0.0,0.0,0.0,0.0,0.0
653,0.0,0.0,0.0,0.0,0.0,0.0
654,-13.58,4.6,0.0,-10.48,-14.57,0.0
655,-11.35,4.85,0.0,-9.55,-14.98,0.0
656,77.71,4.77,12.25,8.54,7.31,77.35
657,49.78,4.64,12.5,8.5,2.84,49.79
658,81.34,7.36,25.77,20.53,9.34,80.87
659,-1.11,2.69,0.0,0.0,-3.34,0.0
660,0.0,0.0,0.0,0.0,0.0,0.0
661,0.0,0.0,0.0,0.0,0.0,0.0
662,0.0,0.0,0.0,0.0,0.0,0.0
663,-36.56,4.98,3.85,0.11,-4.6,0.0
664,-34.9,5.01,0.8,-1.71,-4.87,0.0
665,0.0,0.0,0.0,0.0,0.0,0.0
666,-17.25,7.06,14.64,2.59,-5.61,0.0
667,-20.83,5.11,-11.57,-2.22,-5.92,0.0
668,-31.85,3.57,8.85,-0.83,-7.09,0.0
669,20.46,4.71,4.94,0.3,-2.49,0.0
670,37.13,4.64,12.57,8.57,3.02,0.0
671,38.36,6.48,-3.91,1.57,0.09,0.0
672,69.42,7.38,25.88,21.25,9.71,0.0
673,0.0,0.0,0.0,0.0,0.0,0.0
674,48.1,5.11,18.77,13.4,5.71,59.94
675,-14.41,3.41,0.0,-9.5,-10.96,0.0
676,84.4,5.35,14.58,10.5,10.5,84.16
677,54.48,4.73,31.24,19.46,8.9,82.3
678,-3.99,2.93,0.0,-0.38,-0.17,0.0
679,0.0,0.0,0.0,0.0,0.0,0.0
680,0.0,0.0,0.0,0.0,0.0,0.0
681,0.0,0.0,0.0,0.0,0.0,0.0
682,0.0,0.0,0.0,0.0,0.0,0.0
683,0.0,0.0,0.0,0.0,0.0,0.0
684,0.0,0.0,0.0,0.0,0.0,0.0
685,0.0,0.0,0.0,0.0,0.0,0.0
686,0.0,0.0,0.0,0.0,0.0,0.0
687,0.0,0.0,0.0,0.0,0.0,0.0
688,0.0,0.0,0.0,0.0,0.0,0.0
689,15.94,0.31,2.92,1.66,0.92,9.76
690,0.0,0.0,0.0,0.0,0.0,0.0
691,0.0,0.0,0.0,0.0,0.0,0.0
692,0.0,0.0,0.0,0.0,0.0,0.0
693,0.0,0.0,0.0,0.0,0.0,0.0
694,0.0,0.0,0.0,0.0,0.0,0.0
695,0.0,0.0,0.0,0.0,0.0,0.0
696,0.0,0.0,0.0,0.0,0.0,0.0
697,0.0,0.0,0.0,0.0,0.0,0.0
698,0.0,0.0,0.0,0.0,0.0,0.0
699,0.0,0.0,0.0,0.0,0.0,0.0
700,0.0,0.0,0.0,0.0,0.0,0.0
701,0.0,0.0,0.0,0.0,0.0,0.0
702,0.0,0.0,0.0,0.0,0.0,0.0
703,0.0,0.0,0.0,0.0,0.0,0.0
704,1.39,1.42,0.0,0.0,1.06,0.0
705,11.95,1.66,1.44,1.34,0.74,0.0
706,14.33,0.23,-1.33,-2.05,-1.1,11.14
707,11.48,0.71,-1.29,-1.41,-1.1,10.26
708,14.51,-1.22,24.77,9.91,-0.56,18.04
709,133.36,4.17,27.18,13.19,6.14,93.64
710,1.98,5.83,0.0,4.46,2.24,0.0
711,-19.6,4.22,23.21,13.1,9.6,0.0
712,101.61,4.27,17.16,12.66,10.54,110.36
713,70.76,5.1,23.19,14.79,5.88,66.17
714,63.22,4.5,17.51,12.8,11.06,86.58
715,83.93,7.09,25.32,15.08,6.36,91.85
716,-5.11,5.51,-4.37,-6.69,-8.19,0.0
717,-40.5,5.14,1.2,-0.99,-4.65,0.0
718,58.95,4.68,-0.94,-2.35,-5.28,63.16
719,69.73,4.79,1.03,-1.48,-5.0,54.91
720,80.36,5.09,0.55,-1.69,-5.16,65.23
721,78.5,5.5,1.88,-2.35,-6.5,47.76
722,43.7,2.42,17.59,7.16,3.9,65.17
723,50.1,4.31,11.43,3.95,-0.2,65.49
724,-31.63,5.35,5.69,1.71,-2.03,25.87
725,14.48,5.82,19.89,12.41,6.84,0.0
726,66.96,6.0,19.4,12.26,6.76,83.03
727,54.56,5.92,19.19,12.24,6.7,79.2
728,47.08,5.95,18.36,11.95,6.65,77.82
729,54.57,5.23,5.19,0.65,-4.86,68.27
730,53.0,5.59,19.91,12.58,9.52,74.66
731,26.02,3.45,17.78,8.54,4.96,73.91
732,12.3,7.16,5.35,2.56,-2.01,49.34
733,63.2,4.2,17.6,11.74,9.89,91.09
734,10.21,5.49,8.14,3.25,-1.46,62.39
735,25.46,3.36,12.8,5.5,0.91,66.64
736,35.81,5.48,19.41,11.06,5.29,74.84
737,240.23,4.41,19.37,10.54,6.15,78.24
738,-44.97,6.29,9.1,2.78,-1.06,37.31
739,46.49,4.84,32.91,10.61,4.3,103.1
740,47.68,6.16,25.2,16.66,8.6,75.86
741,29.61,5.06,17.01,8.34,1.61,73.48
742,21.7,5.05,21.03,9.47,3.18,70.85
743,32.71,3.67,14.91,9.98,8.11,72.24
744,76.85,5.99,25.78,13.89,9.68,91.03
745,220.47,0.92,1.44,1.79,0.78,33.9
746,44.43,6.04,10.64,7.46,2.49,59.26
747,9.71,2.77,21.59,9.11,4.5,79.77
748,274.36,3.97,22.57,12.64,9.1,80.74
749,56.51,5.1,27.5,15.37,10.33,106.22
750,-4.91,3.87,27.91,10.22,6.53,76.9
751,20.0,4.86,23.06,11.83,7.58,81.79
752,18.99,0.29,5.8,2.14,1.81,0.0
753,-72.6,4.32,-26.03,-19.19,-12.87,0.0
754,11.28,0.5,5.51,2.73,1.36,0.0
755,-33.48,2.31,-12.39,-9.15,-6.04,0.0
756,-11.7,4.87,-15.58,-10.26,-4.02,0.0
757,10.27,0.49,5.22,2.49,1.28,0.0
758,-1.34,2.47,-5.77,-3.82,-1.24,0.0
759,-64.83,6.53,40.04,20.94,14.53,0.0
760,11.36,0.42,4.5,2.22,1.13,0.0
761,-18.49,3.98,22.95,12.58,8.73,0.0
762,3.7,7.8,46.88,20.86,17.84,0.0
763,10.27,0.49,5.22,2.49,1.28,0.0
764,7.07,4.03,22.08,10.96,8.97,0.0
765,-72.84,10.31,-26.5,-14.4,-10.96,0.0
766,11.71,0.5,5.49,2.73,1.36,0.0
767,-33.89,4.93,-12.43,-6.19,-4.89,0.0
768,-72.72,4.09,-1.83,-15.62,-18.26,0.0
769,10.38,0.38,5.01,2.45,1.16,0.0
770,-33.16,2.13,1.67,-7.11,-9.21,0.0
771,-43.9,16.15,-22.51,-23.05,-28.99,0.0
772,9.2,0.39,4.59,2.17,1.07,0.0
773,-17.71,5.41,-6.91,-8.37,-12.0,0.0
774,-18.5,5.43,27.74,3.03,-10.24,0.0
775,9.2,0.39,4.59,2.17,1.07,0.0
776,-4.6,2.55,13.44,2.55,-4.24,0.0
777,-77.98,7.11,37.35,22.02,17.53,0.0
778,10.52,0.49,4.26,2.5,1.28,0.0
779,-22.3,4.38,22.27,13.51,10.54,0.0
780,11.8,8.75,28.8,3.14,-11.34,0.0
781,8.72,0.39,4.5,2.2,1.09,0.0
782,10.26,4.59,15.68,2.68,-5.8,0.0
783,-88.09,11.99,68.7,10.87,-6.09,0.0
784,11.93,0.49,5.34,2.49,1.28,0.0
785,-47.0,4.7,22.6,5.62,-1.74,0.0
786,-73.45,4.91,-4.36,-3.67,-1.69,0.0
787,9.68,0.4,4.51,2.19,1.09,0.0
788,-28.7,2.79,-0.5,-1.06,-0.43,0.0
789,-84.63,10.04,50.23,20.49,4.65,0.0
790,10.23,0.4,4.5,2.19,1.1,0.0
791,-38.11,5.02,23.18,10.59,2.88,0.0
792,-80.77,10.01,-29.01,-22.61,-27.6,0.0
793,9.68,0.4,4.51,2.19,1.09,0.0
794,-39.38,4.6,-14.14,-10.91,-14.46,0.0
795,-84.7,9.6,2.16,-0.54,-9.94,0.0
796,12.12,0.46,5.04,2.44,1.23,0.0
797,-39.71,4.64,3.55,0.96,-4.41,0.0
798,0.0,0.0,0.0,0.0,0.0,0.0
799,1.75,-1.39,0.0,0.0,0.0,0.0
800,-0.52,-1.38,0.0,-1.08,-0.82,0.0
801,0.0,0.0,0.0,0.0,0.0,0.0
802,0.0,0.0,0.0,0.0,0.0,0.0
803,0.0,0.0,0.0,0.0,0.0,0.0
804,0.0,0.0,0.0,0.0,0.0,0.0
805,0.42,0.73,0.0,0.0,0.19,0.0
806,8.1,4.75,0.0,12.49,5.36,0.0
807,0.0,0.0,0.0,0.0,0.0,0.0
808,-1.31,0.48,0.0,0.0,-1.31,0.0
809,-1.19,0.8,0.0,0.0,-1.33,0.0
810,0.21,1.46,0.0,0.21,-0.36,0.0
811,0.06,1.41,0.0,0.06,-0.53,0.0
812,6.21,5.0,0.0,0.0,4.34,0.0
813,-0.39,1.92,0.0,-0.47,-1.5,0.0
814,1.38,1.3,0.0,0.0,1.35,0.0
815,-5.13,2.72,0.0,-4.05,-4.67,0.0
816,9.41,1.87,0.0,12.17,2.29,0.0
817,9.39,2.11,0.0,11.76,0.58,0.0
818,-0.7,0.91,0.0,-0.8,-1.59,0.0
819,21.45,1.67,21.44,15.74,1.62,0.0
820,3.49,5.02,0.0,0.0,3.49,0.0
821,-14.68,5.18,0.0,0.0,-14.68,0.0
822,-16.21,-9.49,-16.21,-21.76,-9.7,0.0
823,-0.92,5.25,-0.85,-1.68,-4.28,0.0
824,4.24,1.9,0.0,0.0,0.0,0.0
825,-2.1,3.38,-3.74,-5.41,-8.85,0.0
826,6.96,4.53,0.0,6.96,0.94,0.0
827,7.1,4.56,0.0,7.1,0.99,0.0
828,4.15,4.08,0.0,4.15,2.39,0.0
829,4.3,4.09,0.0,4.3,2.45,0.0
830,-6.86,3.35,0.0,-6.72,-5.44,0.0
831,-6.68,3.39,0.0,-6.54,-5.35,0.0
832,-5.32,2.95,-6.9,-5.88,-5.66,0.0
833,-4.78,2.99,-6.55,-5.69,-5.56,0.0
834,1.1,1.2,0.0,0.0,0.0,0.0
835,-3.7,4.0,-9.92,-6.87,-8.72,0.0
836,5.9,5.58,0.0,3.12,0.86,0.0
837,10.0,5.06,8.48,8.27,7.42,0.0
838,376.56,0.79,-8.39,-0.88,-1.65,44.95
839,45.2,5.99,2.76,4.09,2.4,38.81
840,19.61,11.4,2.11,1.18,0.81,1.09
841,83.9,0.77,20.43,12.89,5.93,44.12
842,66.66,1.2,28.76,18.6,7.63,45.13
843,0.0,0.0,0.0,0.0,0.0,0.0
844,0.0,0.0,0.0,0.0,0.0,0.0
845,17.49,1.7,-0.35,0.44,0.53,13.19
846,0.0,0.0,0.0,0.0,0.0,0.0
847,105.1,2.09,1.03,1.94,1.48,57.41
848,71.0,1.91,0.12,0.53,-0.23,37.02
849,86.71,3.0,-5.52,-2.47,-0.05,30.56
850,108.28,2.29,0.62,0.02,0.16,29.12
851,0.0,0.0,0.0,0.0,0.0,0.0
852,0.0,0.0,0.0,0.0,0.0,0.0
853,15.17,1.64,-0.8,0.18,0.36,11.71
854,0.0,0.0,0.0,0.0,0.0,0.0
855,96.8,2.07,0.51,1.71,1.39,54.11
856,66.2,1.84,-0.3,0.36,-0.3,35.45
857,80.05,2.95,-5.86,-2.67,-0.17,29.13
858,100.15,2.25,0.32,-0.19,0.05,27.75
859,89.51,6.87,-6.43,0.4,-2.52,38.19
860,0.0,0.0,0.0,0.0,0.0,0.0
861,107.2,6.58,8.2,8.26,3.7,108.66
862,94.0,7.18,-7.09,2.86,-0.82,45.86
863,70.98,3.31,17.27,14.22,7.47,82.67
864,42.77,10.92,29.64,24.58,13.25,115.53
865,33.7,2.37,-15.22,-8.36,-8.55,54.92
866,59.18,5.74,17.86,11.54,6.12,73.44
867,79.7,3.46,19.2,14.64,8.36,78.33
868,-15.64,4.58,1.16,5.46,1.3,22.2
869,59.17,1.55,-17.01,-11.25,-10.79,-6.84
870,534.01,5.99,8.72,8.37,4.43,45.39
871,0.0,0.0,0.0,0.0,0.0,0.0
872,0.0,0.0,0.0,0.0,0.0,0.0
873,0.0,0.0,0.0,0.0,0.0,0.0
874,0.0,0.0,0.0,0.0,0.0,0.0
875,0.0,0.0,0.0,0.0,0.0,0.0
876,8.21,-0.94,18.85,11.55,1.06,3.03
877,142.2,6.06,6.9,-0.74,-4.06,80.08
878,22.99,2.1,1.55,1.19,0.89,17.65
879,25.27,2.09,1.95,1.39,0.99,18.69
880,44.67,1.44,0.33,-0.08,-0.33,18.48
881,37.9,7.02,3.44,6.21,2.12,48.66
882,0.0,0.0,0.0,0.0,0.0,0.0
883,38.53,4.98,2.43,3.24,2.91,36.22
884,41.7,5.02,2.84,3.48,3.0,37.71
885,0.0,0.0,0.0,0.0,0.0,0.0
886,54.6,6.11,-14.49,0.06,-2.95,54.29
887,5.8,5.38,5.8,5.8,5.59,0.0
888,47.9,2.64,1.58,1.16,1.37,35.07
889,0.0,0.0,0.0,0.0,0.0,0.0
890,50.7,1.46,-1.51,-0.98,-0.71,42.84
891,53.78,1.43,-1.14,-0.87,-0.7,44.63
892,244.22,6.47,3.43,5.25,3.99,105.97
893,69.53,4.01,0.07,3.59,-0.46,56.98
894,14.36,3.49,13.82,6.03,1.47,63.84
895,60.25,2.45,-2.87,-3.5,-3.58,27.46
896,62.87,5.64,17.65,10.84,6.26,75.02
897,4.95,5.18,6.22,2.89,-1.25,54.34
898,24.9,0.32,-1.5,-0.08,0.4,16.95
899,0.0,0.0,0.0,0.0,0.0,0.0
900,-10.1,2.86,24.34,18.13,5.76,5.89
901,90.02,7.25,21.05,11.89,3.21,129.15
902,26.8,0.4,-1.4,-0.16,0.48,18.06
903,36.4,8.0,7.15,15.99,4.68,62.19
904,0.0,0.0,0.0,0.0,0.0,0.0
905,298.89,5.73,4.81,-0.48,-1.37,143.0
906,36.2,0.46,0.2,0.26,0.61,7.25
907,60.2,4.19,-0.82,2.67,0.09,74.22
908,391.45,6.51,10.82,11.43,7.72,46.34
909,-4.7,1.6,29.13,13.59,3.47,-12.49
910,27.4,0.79,2.33,0.87,0.47,24.17
911,28.8,0.86,2.71,1.1,0.63,24.81
912,30.4,7.59,-9.32,4.07,7.95,33.47
913,26.1,5.0,-3.67,0.56,-0.24,47.66
914,120.72,7.15,16.85,13.07,5.72,131.61
915,40.0,4.71,18.95,8.7,2.94,71.78
916,60.11,6.5,1.84,7.89,3.39,52.12
917,60.38,1.81,2.61,1.13,0.23,33.15
918,68.48,1.83,2.88,1.28,0.3,34.0
919,46.03,5.87,-14.77,4.12,5.98,-11.48
920,124.32,7.34,9.57,10.11,5.81,59.89
921,530.33,6.88,22.25,16.96,8.85,93.85
922,268.06,3.7,10.43,5.16,0.46,71.3
923,13.06,0.55,-3.42,-0.99,-0.99,9.78
924,0.0,0.0,0.0,0.0,0.0,0.0
925,65.41,0.92,2.29,1.0,-0.2,25.01
926,47.6,1.03,5.28,3.29,1.1,33.33
927,15.42,0.63,-3.03,-0.8,-0.88,11.2
928,0.0,0.0,0.0,0.0,0.0,0.0
929,88.32,6.7,0.87,11.96,3.9,62.4
930,153.8,5.17,15.54,3.88,-4.06,102.57
931,59.34,0.89,1.89,0.81,-0.3,23.7
932,117.73,3.5,6.43,9.21,4.15,40.54
933,33.2,6.05,-6.72,3.1,-0.3,31.75
934,1.56,4.08,2.68,-10.09,-8.14,40.95
935,15.68,5.83,24.37,15.71,10.74,84.26
936,76.3,2.33,-4.62,-1.54,-5.11,88.92
937,63.81,4.46,-3.24,-3.94,-3.0,60.26
938,124.43,2.21,3.11,1.78,1.23,49.85
939,132.92,2.24,3.51,1.98,1.32,51.69
940,11.21,3.09,-15.84,-8.52,-8.69,43.36
941,0.0,0.0,0.0,0.0,0.0,0.0
942,209.06,1.94,-5.12,-3.24,-5.0,43.23
943,-24.41,4.05,-7.59,-1.92,-2.7,0.0
944,16.95,0.95,3.08,-0.09,0.44,0.0
945,46.27,1.38,-3.15,-0.99,0.53,0.0
946,47.78,1.41,-2.78,-0.83,0.59,0.0
947,35.52,5.11,13.22,15.06,4.44,0.0
948,27.1,1.42,1.79,0.95,0.03,27.1
949,24.38,1.77,1.83,0.92,0.16,23.23
950,23.27,-2.35,0.19,0.05,1.37,-2.24
951,46.85,4.59,4.07,-2.2,-3.5,69.24
952,30.43,1.32,-1.22,0.39,-0.02,24.3
953,82.1,4.81,-13.87,-5.77,-7.9,21.64
954,38.63,1.03,1.38,1.99,1.38,23.2
955,49.97,1.72,7.24,3.68,-3.82,86.37
956,28.29,1.18,0.25,1.78,0.92,16.02
957,170.77,5.31,4.89,9.71,4.48,100.1
958,0.0,0.0,0.0,0.0,0.0,0.0
959,0.0,0.0,0.0,0.0,0.0,0.0
960,618.57,3.97,-6.06,-4.16,-2.39,50.36
961,406.24,5.6,-1.68,-3.99,-2.59,88.36
962,92.38,6.13,10.29,15.43,9.28,92.38
963,8.2,3.94,18.25,12.01,9.4,81.54
964,155.38,9.81,-4.6,4.65,0.71,86.07
965,-14.5,4.91,-3.72,2.64,-2.51,14.46
966,33.78,2.06,1.95,-2.09,-2.94,59.5
967,99.97,6.19,0.43,10.0,3.05,10.5
968,-0.29,9.65,-3.56,3.14,0.74,21.39
969,136.86,6.02,-5.89,9.91,-0.27,-9.85
970,391.87,8.48,-3.87,6.2,3.81,28.67
971,27.61,2.1,-0.29,1.19,1.69,17.68
972,31.73,2.18,0.77,1.98,2.4,19.82
973,71.16,0.6,-2.42,-0.3,0.3,20.39
974,23.01,1.67,-0.43,-1.79,-2.86,12.9
975,0.0,0.0,0.0,0.0,0.0,0.0
976,0.0,0.0,0.0,0.0,0.0,0.0
977,0.0,0.0,0.0,0.0,0.0,0.0
978,0.0,0.0,0.0,0.0,0.0,0.0
979,43.3,1.49,4.14,2.58,1.34,32.56
980,0.0,0.0,0.0,0.0,0.0,0.0
981,0.0,0.0,0.0,0.0,0.0,0.0
982,21.63,1.07,0.75,0.88,0.58,14.42
983,23.76,1.17,1.12,1.07,0.68,15.77
984,0.0,0.0,0.0,0.0,0.0,0.0
985,0.0,0.0,0.0,0.0,0.0,0.0
986,99.36,8.4,-5.51,8.22,4.09,60.93
987,-37.7,-4.3,16.89,-4.15,-6.03,-27.98
988,85.36,7.2,-5.3,11.47,6.2,-2.45
989,-5.1,2.37,25.03,19.37,5.09,-8.31
990,93.8,9.74,2.7,14.88,8.88,58.85
991,144.5,10.78,6.07,17.6,7.61,69.44
992,109.4,5.81,-1.09,5.65,1.9,75.97
993,65.38,7.67,-5.76,15.78,5.54,23.3
994,-27.2,0.83,30.7,21.13,7.53,22.97
995,526.03,6.42,23.79,21.04,8.63,86.6
996,61.5,9.42,21.52,25.29,10.84,75.93
997,466.15,9.9,10.24,17.72,8.53,74.79
998,144.99,5.35,11.95,8.94,2.08,86.95
999,311.83,5.17,7.67,15.89,6.88,60.56
1000,31.18,0.89,0.0,0.08,-0.24,23.46
1001,34.36,0.87,0.39,0.31,-0.16,24.89
1002,35.6,0.89,0.67,1.12,0.82,22.83
1003,40.0,0.86,1.01,1.23,0.79,24.22
1004,82.9,9.98,15.39,21.61,9.59,81.09
1005,8.77,0.71,0.37,1.02,0.1,14.14
1006,10.86,0.81,0.87,1.32,0.3,15.6
1007,150.7,9.76,5.29,15.64,8.48,77.68
1008,64.19,4.78,12.69,10.82,6.53,54.43
1009,35.12,0.77,0.34,0.47,0.0,24.81
1010,37.87,0.77,0.72,0.66,0.1,26.0
1011,0.0,0.0,0.0,0.0,0.0,0.0
1012,0.0,0.0,0.0,0.0,0.0,0.0
1013,0.0,0.0,0.0,0.0,0.0,0.0
1014,0.0,0.0,0.0,0.0,0.0,0.0
1015,93.92,4.75,1.5,1.39,-4.24,82.06
1016,36.78,0.79,0.0,0.29,0.1,21.34
1017,39.21,0.79,0.29,0.49,0.2,22.33
1018,75.74,3.94,0.3,-2.37,-4.12,93.9
1019,125.0,3.72,-0.07,-1.98,-3.73,72.42
1020,78.5,4.61,6.76,1.14,-2.62,114.59
1021,36.61,0.64,0.0,0.37,0.0,13.24
1022,41.56,0.63,0.27,0.54,0.09,14.56
1023,38.99,5.85,8.46,3.68,2.33,91.74
1024,257.52,7.6,10.35,6.91,-0.78,52.57
1025,441.27,4.32,0.43,-1.56,-1.98,84.89
1026,0.0,0.0,0.0,0.0,0.0,0.0
1027,348.87,3.89,-2.38,-9.12,-7.4,60.86
1028,38.32,1.9,8.05,5.35,3.96,19.05
1029,62.7,10.38,-3.73,14.98,6.69,33.8
1030,-7.6,5.84,-5.62,7.07,2.9,4.17
1031,86.78,1.26,2.93,4.74,2.67,46.35
1032,72.64,5.86,2.93,15.68,8.33,41.6
1033,0.0,0.0,0.0,0.0,0.0,0.0
1034,180.55,7.18,-0.36,13.97,5.84,2.32
1035,322.63,6.55,-4.2,12.78,7.15,76.76
1036,66.94,1.96,2.66,1.35,0.59,46.29
1037,234.3,9.06,20.38,20.86,12.12,111.81
1038,259.54,9.84,22.39,19.17,12.25,108.01
1039,495.86,1.57,-5.26,-5.19,-4.65,48.82
