,_id,eastAll,eastName,eastOne,eastOneyear,eastSix,eastThree,eastThreeyear,eastUrl
0,595528690a1d1f565896ada6,485.67%,华夏成长,5.81%,5.74%,10.82%,3.61%,27.90%,http://fund.eastmoney.com/000001.html
1,5955286a0a1d1f565896ada7,14.59%,南方中票C,1.20%,-1.22%,0.27%,0.44%,8.44%,http://fund.eastmoney.com/000023.html
2,59552a5dc2a5f2a9e259b604,31.93%,大摩双利增强债券C,0.71%,2.11%,0.78%,0.40%,24.69%,http://fund.eastmoney.com/000025.html
3,59552a5fc2a5f2a9e259b606,32.72%,大摩双利增强债券A,0.78%,2.49%,0.93%,0.47%,24.74%,http://fund.eastmoney.com/000024.html
4,59552a64c2a5f2a9e259b60a,15.74%,南方中票A,1.24%,-1.04%,0.33%,0.51%,9.12%,http://fund.eastmoney.com/000022.html
5,59552a67c2a5f2a9e259b60c,251.62%,华夏优势增长混合,6.65%,4.70%,9.15%,3.25%,48.92%,http://fund.eastmoney.com/000021.html
6,59559c222c289c31b3b827bb,96.20%,景顺长城品质投资混合,8.16%,21.34%,21.26%,10.22%,115.60%,http://fund.eastmoney.com/000020.html
7,59559c242c289c31b3b827bd,126.31%,财通可持续混合,6.04%,-1.44%,9.69%,0.59%,67.34%,http://fund.eastmoney.com/000017.html
8,59559c272c289c31b3b827bf,16.93%,华夏纯债债券C,1.42%,-0.52%,0.53%,0.35%,15.20%,http://fund.eastmoney.com/000016.html
9,59559c282c289c31b3b827c1,18.84%,华夏纯债债券A,1.40%,-0.17%,0.70%,0.43%,16.51%,http://fund.eastmoney.com/000015.html
10,59559c2a2c289c31b3b827c4,15.80%,华夏聚利债券,1.94%,-0.52%,0.09%,0.35%,14.88%,http://fund.eastmoney.com/000014.html
11,59559c2c2c289c31b3b827c6,0%,易方达天天理财货币R,0%,0%,0%,0%,0%,http://fund.eastmoney.com/000013.html
12,59559c2f2c289c31b3b827c8,1985.55%,华夏大盘精选,7.47%,20.43%,18.94%,9.41%,72.65%,http://fund.eastmoney.com/000011.html
13,59559c312c289c31b3b827ca,0%,易方达天天理财货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/000010.html
14,59559c342c289c31b3b827cd,0%,易方达天天理财货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/000009.html
15,59559c362c289c31b3b827cf,68.05%,嘉实中证500ETF联接,4.81%,2.20%,-1.00%,-4.93%,51.64%,http://fund.eastmoney.com/000008.html
16,59559c372c289c31b3b827d1,13.97%,鹏华国企债债券,1.52%,-8.26%,-2.32%,-1.30%,9.59%,http://fund.eastmoney.com/000007.html
17,59559c3a2c289c31b3b827d3,0%,博时合利货币,0%,0%,0%,0%,0%,http://fund.eastmoney.com/002960.html
18,59559c3c2c289c31b3b827d5,444.65%,长盛动态精选,4.22%,7.00%,5.80%,0.34%,43.16%,http://fund.eastmoney.com/510081.html
19,59559c3e2c289c31b3b827d8,59.64%,德邦优化混合,2.00%,4.50%,4.52%,2.57%,48.95%,http://fund.eastmoney.com/770001.html
20,59559c402c289c31b3b827da,210.57%,国金国鑫发起,3.33%,7.61%,4.24%,-1.59%,190.43%,http://fund.eastmoney.com/762001.html
21,59559c422c289c31b3b827dc,0%,安信现金管理货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/750007.html
22,59559c442c289c31b3b827de,0%,安信现金管理货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/750006.html
23,59559c472c289c31b3b827e1,61.80%,安信平稳增长混合发起A,1.41%,8.30%,3.72%,1.68%,62.45%,http://fund.eastmoney.com/750005.html
24,59559c492c289c31b3b827e3,31.73%,安信目标收益债券C,1.90%,1.81%,1.62%,0.99%,19.97%,http://fund.eastmoney.com/750003.html
25,59559c4b2c289c31b3b827e5,34.47%,安信目标收益债券A,1.86%,2.22%,1.77%,1.05%,21.56%,http://fund.eastmoney.com/750002.html
26,59559c4d2c289c31b3b827e7,68.29%,安信灵活配置混合,6.21%,-1.16%,3.37%,-1.14%,51.91%,http://fund.eastmoney.com/750001.html
27,59559c4f2c289c31b3b827e9,0%,长安货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/740602.html
28,59559c502c289c31b3b827eb,0%,长安货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/740601.html
29,59559c532c289c31b3b827ee,62.40%,长安沪深300非周期,6.44%,23.23%,11.10%,4.13%,70.41%,http://fund.eastmoney.com/740101.html
30,59559c552c289c31b3b827f0,115.71%,长安宏观策略混合,2.41%,0.92%,1.38%,-3.73%,68.52%,http://fund.eastmoney.com/740001.html
31,59559c562c289c31b3b827f2,0%,方正富邦货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/730103.html
32,59559c582c289c31b3b827f4,0%,方正富邦货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/730003.html
33,59559c592c289c31b3b827f6,43.74%,方正富邦红利精选混合,4.71%,17.63%,12.72%,7.79%,66.18%,http://fund.eastmoney.com/730002.html
34,59559c5b2c289c31b3b827f9,80.57%,方正富邦创新动力混合,3.19%,-15.81%,-0.26%,-1.44%,64.44%,http://fund.eastmoney.com/730001.html
35,59559c5e2c289c31b3b827fb,24.73%,财通收益增强债券A,1.76%,-1.24%,0.51%,-0.06%,17.89%,http://fund.eastmoney.com/720003.html
36,59559c602c289c31b3b827fd,22.69%,财通多策略稳健增长债券A,1.21%,-1.73%,-1.52%,-2.13%,12.15%,http://fund.eastmoney.com/720002.html
37,59559c622c289c31b3b827ff,126.27%,财通价值动量,6.18%,-3.61%,10.52%,2.92%,111.38%,http://fund.eastmoney.com/720001.html
38,59559c642c289c31b3b82801,0%,富安达现金通货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/710502.html
39,59559c662c289c31b3b82804,0%,富安达现金通货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/710501.html
40,59559c692c289c31b3b82806,16.67%,富安达增强收益债券C,6.34%,-4.59%,1.39%,-0.17%,13.05%,http://fund.eastmoney.com/710302.html
41,59559c6b2c289c31b3b82808,19.12%,富安达增强收益债券A,6.38%,-4.21%,1.59%,-0.07%,14.46%,http://fund.eastmoney.com/710301.html
42,59559c6d2c289c31b3b8280a,126.30%,富安达策略精选混合,6.31%,12.27%,10.89%,5.72%,113.08%,http://fund.eastmoney.com/710002.html
43,59559c702c289c31b3b8280d,93.59%,富安达优势成长混合,7.62%,9.68%,12.16%,4.34%,74.19%,http://fund.eastmoney.com/710001.html
44,59559c712c289c31b3b8280f,35.80%,平安大华添利债券C,1.19%,-0.95%,0.52%,0.30%,29.70%,http://fund.eastmoney.com/700006.html
45,59559c732c289c31b3b82811,38.60%,平安大华添利债券A,1.24%,-0.50%,0.73%,0.43%,31.50%,http://fund.eastmoney.com/700005.html
46,59559c752c289c31b3b82813,16.52%,平安大华保本混合,2.50%,1.18%,0.49%,0.69%,1.18%,http://fund.eastmoney.com/700004.html
47,59559c772c289c31b3b82815,83.27%,平安大华策略先锋混合,6.42%,-10.81%,1.03%,0.90%,60.13%,http://fund.eastmoney.com/700003.html
48,59559c782c289c31b3b82817,71.60%,平安大华深证300,7.27%,10.47%,8.66%,3.04%,68.22%,http://fund.eastmoney.com/700002.html
49,59559c7b2c289c31b3b8281a,43.91%,平安大华行业先锋混合,3.40%,-14.72%,-1.14%,-3.10%,2.55%,http://fund.eastmoney.com/700001.html
50,59559c7d2c289c31b3b8281c,0%,民生加银家盈理财7天B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/690212.html
51,59559c7e2c289c31b3b8281e,0%,民生加银现金增利货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/690210.html
52,59559c812c289c31b3b82820,56.18%,民生信用双利债券C,2.99%,-0.85%,-0.46%,-0.78%,42.00%,http://fund.eastmoney.com/690206.html
53,59559c832c289c31b3b82823,103.26%,民生增强债券C,3.00%,-1.30%,-1.36%,-1.41%,64.29%,http://fund.eastmoney.com/690202.html
54,59559c852c289c31b3b82825,0%,民生加银家盈理财7天A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/690012.html
55,59559c882c289c31b3b82827,26.80%,民生加银积极成长混合,4.79%,3.93%,-0.47%,-1.71%,36.05%,http://fund.eastmoney.com/690011.html
56,59559c892c289c31b3b82829,0%,民生加银现金增利货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/690010.html
57,59559c8c2c289c31b3b8282b,118.34%,民生加银红利回报,3.50%,2.29%,5.83%,1.93%,124.86%,http://fund.eastmoney.com/690009.html
58,59559c8d2c289c31b3b8282e,-28.70%,民生中证资源指数,6.42%,6.90%,3.94%,-1.38%,33.02%,http://fund.eastmoney.com/690008.html
59,59559c8f2c289c31b3b82830,119.50%,民生加银景气行业混合,5.17%,17.32%,11.70%,3.00%,109.05%,http://fund.eastmoney.com/690007.html
60,59559c922c289c31b3b82832,59.66%,民生信用双利债券A,3.05%,-0.45%,-0.19%,-0.64%,43.70%,http://fund.eastmoney.com/690006.html
61,59559c942c289c31b3b82834,55.90%,民生加银内需增长混合,4.49%,12.08%,14.38%,6.42%,91.52%,http://fund.eastmoney.com/690005.html
62,59559c962c289c31b3b82836,51.50%,民生加银稳健成长混合,5.35%,14.51%,16.45%,10.42%,99.34%,http://fund.eastmoney.com/690004.html
63,59559c972c289c31b3b82839,15.40%,民生加银精选混合,4.25%,1.23%,6.65%,2.03%,76.18%,http://fund.eastmoney.com/690003.html
64,59559c992c289c31b3b8283b,109.78%,民生增强债券A,3.07%,-0.95%,-1.16%,-1.26%,66.19%,http://fund.eastmoney.com/690002.html
65,59559c9a2c289c31b3b8283d,97.83%,民生蓝筹,4.16%,10.86%,8.31%,4.50%,102.84%,http://fund.eastmoney.com/690001.html
66,59559c9c2c289c31b3b8283f,54.44%,浙商聚潮产业成长混合,2.69%,0.81%,-2.56%,-6.34%,89.73%,http://fund.eastmoney.com/688888.html
67,59559c9e2c289c31b3b82841,17.85%,浙商聚盈信用债债券C,0.39%,0.90%,1.27%,0.49%,15.08%,http://fund.eastmoney.com/686869.html
68,59559ca12c289c31b3b82843,20.23%,浙商聚盈信用债债券A,0.49%,1.46%,1.47%,0.68%,16.51%,http://fund.eastmoney.com/686868.html
69,59559ca32c289c31b3b82846,6.50%,浙商聚潮策略配置混合,-0.09%,2.80%,1.14%,0.19%,--,http://fund.eastmoney.com/680001.html
70,59559ca42c289c31b3b82848,0%,西部利得天添益货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675132.html
71,59559ca72c289c31b3b8284a,0%,西部利得天添益货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675131.html
72,59559ca82c289c31b3b8284c,2.79%,西部汇逸债券C,1.76%,--,--,3.05%,--,http://fund.eastmoney.com/675123.html
73,59559caa2c289c31b3b8284e,-2.44%,西部汇逸债券A,1.13%,--,--,-1.18%,--,http://fund.eastmoney.com/675121.html
74,59559cac2c289c31b3b82851,1.05%,西部利得汇享债券C,0.57%,--,--,0.95%,--,http://fund.eastmoney.com/675113.html
75,59559caf2c289c31b3b82853,1.13%,西部利得汇享债券A,0.59%,--,--,1.03%,--,http://fund.eastmoney.com/675111.html
76,59559cb12c289c31b3b82855,2.13%,西部利得得尊债券,1.04%,--,--,1.82%,--,http://fund.eastmoney.com/675100.html
77,59559cb32c289c31b3b82857,0.96%,西部利得祥逸债券C,0.29%,--,--,0.77%,--,http://fund.eastmoney.com/675093.html
78,59559cb52c289c31b3b8285a,1.12%,西部利得祥逸债券A,0.30%,--,--,0.92%,--,http://fund.eastmoney.com/675091.html
79,59559cb72c289c31b3b8285c,-0.44%,西部利得祥盈债券C,0.23%,--,0.95%,0.45%,--,http://fund.eastmoney.com/675083.html
80,59559cb92c289c31b3b8285e,0.65%,西部利得祥盈债券A,0.25%,--,1.62%,1.31%,--,http://fund.eastmoney.com/675081.html
81,59559cbc2c289c31b3b82860,0%,西部利得天添金货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675072.html
82,59559cbd2c289c31b3b82862,0%,西部利得天添金货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675071.html
83,59559cbf2c289c31b3b82865,0%,西部利得天添富货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675062.html
84,59559cc12c289c31b3b82867,0%,西部利得天添富货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675061.html
85,59559cc32c289c31b3b82869,1.91%,西部利得合赢债券C,0.46%,--,1.93%,0.98%,--,http://fund.eastmoney.com/675053.html
86,59559cc52c289c31b3b8286b,2.00%,西部利得合赢债券A,0.46%,--,1.96%,0.99%,--,http://fund.eastmoney.com/675051.html
87,59559cc62c289c31b3b8286d,2.38%,西部利得合享C,0.75%,--,2.30%,1.44%,--,http://fund.eastmoney.com/675043.html
88,59559cc82c289c31b3b8286f,1.75%,西部利得合享A,0.55%,--,1.66%,0.83%,--,http://fund.eastmoney.com/675041.html
89,59559cca2c289c31b3b82872,0%,西部利得天添鑫货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675032.html
90,59559ccc2c289c31b3b82874,0%,西部利得天添鑫货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/675031.html
91,59559cce2c289c31b3b82876,6.80%,西部利得稳健双利债券C,1.33%,1.42%,1.42%,0.38%,5.01%,http://fund.eastmoney.com/675013.html
92,59559cd02c289c31b3b82878,9.10%,西部利得稳健双利债券A,1.39%,1.96%,1.68%,0.55%,6.34%,http://fund.eastmoney.com/675011.html
93,59559cd22c289c31b3b8287a,0%,西部利得新富混合,0%,0%,0%,0%,0%,http://fund.eastmoney.com/673120.html
94,59559cd52c289c31b3b8287d,0%,西部利得新润混合,0%,0%,0%,0%,0%,http://fund.eastmoney.com/673110.html
95,59559cd62c289c31b3b8287f,9.14%,西部利得久安回报混合,6.28%,--,--,8.59%,--,http://fund.eastmoney.com/673100.html
96,59559cd92c289c31b3b82881,7.87%,西部利得个股精选股票,5.71%,--,--,5.84%,--,http://fund.eastmoney.com/673090.html
97,59559cdb2c289c31b3b82883,2.70%,西部利得祥运混合C,0.50%,--,3.64%,1.41%,--,http://fund.eastmoney.com/673083.html
98,59559cde2c289c31b3b82886,2.98%,西部利得祥运混合A,0.54%,--,3.89%,1.53%,--,http://fund.eastmoney.com/673081.html
99,59559ce02c289c31b3b82888,2.45%,西部利得新动力混合C,0.46%,--,2.85%,1.38%,--,http://fund.eastmoney.com/673073.html
100,59559ce22c289c31b3b8288a,24.84%,西部利得新动力混合A,0.48%,--,2.92%,1.43%,--,http://fund.eastmoney.com/673071.html
101,59559ce42c289c31b3b8288c,-2.50%,西部利得景瑞灵活配置混合,1.56%,--,-1.91%,-2.01%,--,http://fund.eastmoney.com/673060.html
102,59559ce72c289c31b3b8288e,2.70%,西部利得新盈混合,0.29%,1.58%,0.69%,0.29%,--,http://fund.eastmoney.com/673050.html
103,59559ce92c289c31b3b82891,5.38%,西部利得行业主题优选混合C,0.76%,4.45%,2.42%,0.57%,--,http://fund.eastmoney.com/673043.html
104,59559ceb2c289c31b3b82893,6.80%,西部利得行业主题优选混合A,0.85%,4.81%,2.59%,0.75%,--,http://fund.eastmoney.com/673040.html
105,59559ced2c289c31b3b82895,8.40%,西部利得多策略优选混合,2.94%,7.54%,6.69%,3.53%,--,http://fund.eastmoney.com/673030.html
106,59559cef2c289c31b3b82897,0.00%,西部利得成长精选混合,3.09%,-5.21%,6.95%,3.41%,--,http://fund.eastmoney.com/673020.html
107,59559cf22c289c31b3b8289a,52.97%,西部利得新动向混合,3.27%,2.62%,3.49%,-0.10%,61.53%,http://fund.eastmoney.com/673010.html
108,59559cf42c289c31b3b8289c,-14.20%,西部利得策略优选混合,3.37%,6.06%,0.47%,-0.23%,4.00%,http://fund.eastmoney.com/671010.html
109,59559cf52c289c31b3b8289e,0%,农银汇理7天理财债券B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/660116.html
110,59559cf72c289c31b3b828a0,50.20%,农银增强收益债券C,1.04%,1.04%,0.94%,0.38%,30.25%,http://fund.eastmoney.com/660109.html
111,59559cfa2c289c31b3b828a2,0%,农银货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/660107.html
112,59559cfb2c289c31b3b828a5,38.51%,农银恒久增利债券C,0.96%,0.28%,1.08%,0.56%,29.78%,http://fund.eastmoney.com/660102.html
113,59559cfd2c289c31b3b828a7,0%,农银汇理7天理财债券A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/660016.html
114,59559d002c289c31b3b828a9,200.02%,农银行业轮动混合,4.83%,4.37%,8.64%,3.17%,107.61%,http://fund.eastmoney.com/660015.html
115,59559d022c289c31b3b828ab,46.04%,农银深证100增强,8.39%,12.28%,11.61%,6.20%,40.88%,http://fund.eastmoney.com/660014.html
116,59559d042c289c31b3b828ad,35.28%,农银汇理信用添利债券,0.69%,0.61%,0.20%,-0.37%,23.34%,http://fund.eastmoney.com/660013.html
117,59559d062c289c31b3b828b0,157.09%,农银消费主题混合,3.51%,-0.37%,2.37%,0.42%,52.84%,http://fund.eastmoney.com/660012.html
118,59559d082c289c31b3b828b2,55.64%,农银中证500,4.64%,-1.03%,-2.28%,-5.23%,48.60%,http://fund.eastmoney.com/660011.html
119,59559d0a2c289c31b3b828b4,-6.58%,农银策略精选混合,4.77%,12.70%,10.23%,5.05%,13.18%,http://fund.eastmoney.com/660010.html
120,59559d0b2c289c31b3b828b6,53.50%,农银增强收益债券A,1.07%,1.40%,1.13%,0.47%,31.74%,http://fund.eastmoney.com/660009.html
121,59559d0d2c289c31b3b828b8,21.21%,农银沪深300,5.75%,18.44%,11.70%,6.49%,75.59%,http://fund.eastmoney.com/660008.html
122,59559d0f2c289c31b3b828bb,0%,农银货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/660007.html
123,59559d122c289c31b3b828bd,2.61%,农银大盘蓝筹混合,3.93%,12.01%,7.73%,2.99%,29.98%,http://fund.eastmoney.com/660006.html
124,59559d142c289c31b3b828bf,150.78%,农银中小盘混合,3.46%,-0.37%,2.41%,0.49%,61.69%,http://fund.eastmoney.com/660005.html
125,59559d162c289c31b3b828c1,84.15%,农银策略价值混合,6.75%,10.81%,11.92%,6.29%,68.64%,http://fund.eastmoney.com/660004.html
126,59559d172c289c31b3b828c3,116.84%,农银平衡双利,6.61%,11.33%,12.26%,6.33%,67.15%,http://fund.eastmoney.com/660003.html
127,59559d192c289c31b3b828c6,60.25%,农银恒久增利债券A,0.99%,0.62%,1.27%,0.65%,31.15%,http://fund.eastmoney.com/660002.html
128,59559d1b2c289c31b3b828c8,244.08%,农银行业成长混合,3.59%,-2.05%,2.93%,1.17%,46.73%,http://fund.eastmoney.com/660001.html
129,59559d1e2c289c31b3b828ca,24.99%,英大纯债C类,0.72%,2.78%,1.29%,0.75%,24.63%,http://fund.eastmoney.com/650002.html
130,59559d202c289c31b3b828cc,29.53%,英大纯债A类,0.74%,3.22%,1.50%,0.86%,28.49%,http://fund.eastmoney.com/650001.html
131,59559d232c289c31b3b828cf,0%,华商现金增利货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/630112.html
132,59559d252c289c31b3b828d1,48.20%,华商稳定增利债券C,3.56%,3.85%,2.70%,1.30%,33.39%,http://fund.eastmoney.com/630109.html
133,59559d262c289c31b3b828d3,45.27%,华商稳健双利债券B,4.30%,2.14%,2.83%,1.99%,24.48%,http://fund.eastmoney.com/630107.html
134,59559d282c289c31b3b828d5,85.03%,华商增强债券B,2.14%,-3.05%,-1.98%,-1.82%,30.04%,http://fund.eastmoney.com/630103.html
135,59559d2b2c289c31b3b828d7,144.81%,华商价值共享混合,5.09%,9.73%,6.80%,1.24%,73.31%,http://fund.eastmoney.com/630016.html
136,59559d2d2c289c31b3b828da,116.08%,华商大盘量化精选混合,4.18%,5.98%,-0.68%,-4.29%,70.05%,http://fund.eastmoney.com/630015.html
137,59559d2f2c289c31b3b828dc,0%,华商现金增利货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/630012.html
138,59559d312c289c31b3b828de,122.48%,华商主题精选混合,5.15%,-24.80%,-15.08%,-17.83%,25.49%,http://fund.eastmoney.com/630011.html
139,59559d332c289c31b3b828e0,120.62%,华商价值精选混合,3.00%,-11.77%,-2.71%,-1.06%,57.90%,http://fund.eastmoney.com/630010.html
140,59559d362c289c31b3b828e2,52.30%,华商稳定增利债券A,3.61%,4.32%,2.91%,1.33%,35.14%,http://fund.eastmoney.com/630009.html
141,59559d372c289c31b3b828e5,42.20%,华商策略精选,1.28%,4.79%,3.42%,-0.84%,50.80%,http://fund.eastmoney.com/630008.html
142,59559d3a2c289c31b3b828e7,49.82%,华商稳健双利债券A,4.34%,2.60%,3.05%,2.16%,26.27%,http://fund.eastmoney.com/630007.html
143,59559d3c2c289c31b3b828e9,45.02%,华商产业升级混合,7.34%,6.65%,6.75%,-0.86%,79.70%,http://fund.eastmoney.com/630006.html
144,59559d3e2c289c31b3b828eb,95.80%,华商动态阿尔法,4.20%,-22.64%,-13.93%,-15.71%,50.27%,http://fund.eastmoney.com/630005.html
145,59559d402c289c31b3b828ed,92.00%,华商增强债券A,2.17%,-2.53%,-1.78%,-1.70%,31.70%,http://fund.eastmoney.com/630003.html
146,59559d422c289c31b3b828f0,274.32%,华商盛世成长混合,3.13%,-14.43%,-2.77%,-1.18%,44.53%,http://fund.eastmoney.com/630002.html
147,59559d442c289c31b3b828f2,134.69%,华商领先企业,2.13%,2.45%,-1.01%,-1.78%,55.16%,http://fund.eastmoney.com/630001.html
148,59559d462c289c31b3b828f4,0%,金元顺安金元宝货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/620011.html
149,59559d482c289c31b3b828f6,0%,金元顺安金元宝货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/620010.html
150,59559d4a2c289c31b3b828f8,22.29%,金元顺安丰祥债券,0.79%,-0.50%,1.29%,0.99%,15.70%,http://fund.eastmoney.com/620009.html
151,59559d4c2c289c31b3b828fb,17.00%,金元顺安新经济主题混合,4.93%,7.24%,8.64%,3.27%,18.42%,http://fund.eastmoney.com/620008.html
152,59559d4e2c289c31b3b828fd,13.34%,金元顺安保本混合A,12.10%,7.89%,4.57%,0.90%,5.16%,http://fund.eastmoney.com/620007.html
153,59559d512c289c31b3b828ff,2.10%,金元顺安消费主题混合,8.39%,14.21%,18.45%,9.08%,22.72%,http://fund.eastmoney.com/620006.html
154,59559d532c289c31b3b82901,12.80%,金元顺安核心动力混合,6.52%,8.88%,11.79%,5.82%,69.12%,http://fund.eastmoney.com/620005.html
155,59559d552c289c31b3b82904,-14.10%,金元顺安价值增长混合,2.02%,-24.45%,-10.71%,-10.24%,13.32%,http://fund.eastmoney.com/620004.html
156,59559d572c289c31b3b82906,29.60%,金元顺安丰利债券,1.43%,3.98%,3.19%,2.69%,25.60%,http://fund.eastmoney.com/620003.html
157,59559d582c289c31b3b82908,18.16%,金元顺安成长动力混合,2.08%,-0.51%,3.92%,1.24%,24.05%,http://fund.eastmoney.com/620002.html
158,59559d5a2c289c31b3b8290a,11.51%,金元顺安宝石动力混合,3.33%,3.73%,6.79%,4.41%,30.88%,http://fund.eastmoney.com/620001.html
159,59559d5c2c289c31b3b8290c,15.70%,信达澳银信用债债券C,0.52%,2.75%,0.87%,0.52%,9.05%,http://fund.eastmoney.com/610108.html
160,59559d5e2c289c31b3b8290e,51.43%,信达澳银稳定价值债B,0.47%,-1.16%,0.95%,0.57%,26.72%,http://fund.eastmoney.com/610103.html
161,59559d612c289c31b3b82911,18.00%,信达澳银信用债债券A,0.60%,3.15%,1.11%,0.68%,10.69%,http://fund.eastmoney.com/610008.html
162,59559d632c289c31b3b82913,68.50%,信达澳银消费优选混合,4.38%,1.86%,-4.47%,-6.45%,40.88%,http://fund.eastmoney.com/610007.html
163,59559d652c289c31b3b82915,83.66%,信达澳银产业升级混合,2.64%,-3.89%,-5.72%,-8.41%,81.84%,http://fund.eastmoney.com/610006.html
164,59559d672c289c31b3b82917,16.95%,信达澳银红利回报混合,4.26%,-4.09%,-2.49%,-8.68%,55.95%,http://fund.eastmoney.com/610005.html
165,59559d692c289c31b3b8291a,20.10%,信达澳银中小盘混合,4.89%,3.27%,0.59%,-3.77%,39.17%,http://fund.eastmoney.com/610004.html
166,59559d6c2c289c31b3b8291c,57.09%,信达澳银稳定价值债A,0.45%,-0.70%,1.19%,0.64%,28.45%,http://fund.eastmoney.com/610003.html
167,59559d6e2c289c31b3b8291e,149.04%,信达澳银精华配置,4.72%,12.38%,9.90%,6.48%,64.76%,http://fund.eastmoney.com/610002.html
168,59559d702c289c31b3b82920,65.49%,信达澳银领先增长混合,4.85%,6.39%,10.11%,7.23%,29.18%,http://fund.eastmoney.com/610001.html
169,59559d732c289c31b3b82923,34.70%,中邮稳定收益债券C,1.06%,0.18%,0.71%,0.27%,21.94%,http://fund.eastmoney.com/590010.html
170,59559d752c289c31b3b82925,36.58%,中邮稳定收益债券A,1.13%,0.61%,0.87%,0.44%,22.95%,http://fund.eastmoney.com/590009.html
171,59559d772c289c31b3b82927,325.10%,中邮战略新兴产业混合,2.66%,-20.17%,-5.37%,-6.90%,62.38%,http://fund.eastmoney.com/590008.html
172,59559d792c289c31b3b82929,65.11%,中邮上证380增强,3.26%,-5.56%,-6.29%,-7.90%,53.26%,http://fund.eastmoney.com/590007.html
173,59559d7b2c289c31b3b8292b,86.10%,中邮中小盘配置,1.64%,-5.15%,-0.80%,-7.37%,71.68%,http://fund.eastmoney.com/590006.html
174,59559d7d2c289c31b3b8292e,105.18%,中邮核心主题混合,4.16%,5.84%,4.78%,1.54%,79.21%,http://fund.eastmoney.com/590005.html
175,59559d802c289c31b3b82930,88.05%,中邮核心优势,0.69%,-24.00%,-13.50%,-11.04%,41.99%,http://fund.eastmoney.com/590003.html
176,59559d822c289c31b3b82932,-37.83%,中邮核心成长混合,3.14%,-24.39%,-13.93%,-12.50%,26.70%,http://fund.eastmoney.com/590002.html
177,59559d842c289c31b3b82934,148.69%,中邮核心优选混合,3.84%,-7.09%,-2.82%,-3.60%,20.37%,http://fund.eastmoney.com/590001.html
178,59559d852c289c31b3b82936,19.30%,东吴中证新兴产业,7.57%,10.57%,8.65%,1.45%,50.82%,http://fund.eastmoney.com/585001.html
179,59559d872c289c31b3b82939,0%,东吴货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/583101.html
180,59559d8a2c289c31b3b8293b,0%,东吴货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/583001.html
181,59559d8c2c289c31b3b8293d,36.80%,东吴增利债券C,1.17%,4.70%,3.06%,1.57%,24.27%,http://fund.eastmoney.com/582202.html
182,59559d8e2c289c31b3b8293f,7.79%,东吴优信稳健债券C,0.86%,-1.80%,1.58%,0.74%,3.86%,http://fund.eastmoney.com/582201.html
183,59559d902c289c31b3b82941,29.30%,东吴配置优化混合,4.11%,12.83%,10.70%,8.02%,24.69%,http://fund.eastmoney.com/582003.html
184,59559d922c289c31b3b82944,40.99%,东吴增利债券A,1.06%,5.82%,3.96%,1.55%,26.67%,http://fund.eastmoney.com/582002.html
185,59559d932c289c31b3b82946,13.55%,东吴优信稳健债券A,0.89%,-1.41%,1.77%,0.84%,5.00%,http://fund.eastmoney.com/582001.html
186,59559d952c289c31b3b82948,69.96%,东吴内需增长混合,4.15%,6.89%,13.92%,6.93%,44.52%,http://fund.eastmoney.com/580009.html
187,59559d972c289c31b3b8294a,58.50%,东吴新产业精选混合,5.88%,-20.75%,-6.82%,-5.20%,23.15%,http://fund.eastmoney.com/580008.html
188,59559d992c289c31b3b8294c,62.47%,东吴安享量化混合,4.70%,11.11%,10.30%,8.30%,56.66%,http://fund.eastmoney.com/580007.html
