,_id,eastAll,eastName,eastOne,eastOneyear,eastSix,eastThree,eastThreeyear,eastUrl
938,5955a3a22c289c31b3b82fc3,124.43%,华富增强债券B,2.21%,3.11%,1.78%,1.23%,49.85%,http://fund.eastmoney.com/410005.html
939,5955a3a42c289c31b3b82fc5,132.92%,华富增强债券A,2.24%,3.51%,1.98%,1.32%,51.69%,http://fund.eastmoney.com/410004.html
940,5955a3a72c289c31b3b82fc7,11.21%,华富成长趋势混合,3.09%,-15.84%,-8.52%,-8.69%,43.36%,http://fund.eastmoney.com/410003.html
941,5955a3a92c289c31b3b82fca,0%,华富货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/410002.html
942,5955a3ab2c289c31b3b82fcc,209.06%,华富竞争力优选,1.94%,-5.12%,-3.24%,-5.00%,43.23%,http://fund.eastmoney.com/410001.html
943,5955a3ad2c289c31b3b82fce,-24.41%,东方主题精选混合,4.05%,-7.59%,-1.92%,-2.70%,--,http://fund.eastmoney.com/400032.html
944,5955a3af2c289c31b3b82fd0,16.95%,东方添益债券,0.95%,3.08%,-0.09%,0.44%,--,http://fund.eastmoney.com/400030.html
945,5955a3b12c289c31b3b82fd2,46.27%,东方双债添利债券C,1.38%,-3.15%,-0.99%,0.53%,--,http://fund.eastmoney.com/400029.html
946,5955a3b42c289c31b3b82fd5,47.78%,东方双债添利债券A,1.41%,-2.78%,-0.83%,0.59%,--,http://fund.eastmoney.com/400027.html
947,5955a3b62c289c31b3b82fd7,35.52%,东方新兴成长混合,5.11%,13.22%,15.06%,4.44%,--,http://fund.eastmoney.com/400025.html
948,5955a3b72c289c31b3b82fd9,27.10%,东方多策略灵活配置混合A,1.42%,1.79%,0.95%,0.03%,27.10%,http://fund.eastmoney.com/400023.html
949,5955a3ba2c289c31b3b82fdb,24.38%,东方利群混合A,1.77%,1.83%,0.92%,0.16%,23.23%,http://fund.eastmoney.com/400022.html
950,5955a3bc2c289c31b3b82fdd,23.27%,东方安心收益保本,-2.35%,0.19%,0.05%,1.37%,-2.24%,http://fund.eastmoney.com/400020.html
951,5955a3be2c289c31b3b82fe0,46.85%,东方启明量化先锋基金,4.59%,4.07%,-2.20%,-3.50%,69.24%,http://fund.eastmoney.com/400018.html
952,5955a3c02c289c31b3b82fe2,30.43%,东方强化收益债券,1.32%,-1.22%,0.39%,-0.02%,24.30%,http://fund.eastmoney.com/400016.html
953,5955a3c32c289c31b3b82fe4,82.10%,东方增长中小盘,4.81%,-13.87%,-5.77%,-7.90%,21.64%,http://fund.eastmoney.com/400015.html
954,5955a3c52c289c31b3b82fe6,38.63%,东方成长收益平衡混合,1.03%,1.38%,1.99%,1.38%,23.20%,http://fund.eastmoney.com/400013.html
955,5955a3c72c289c31b3b82fe8,49.97%,东方核心动力混合,1.72%,7.24%,3.68%,-3.82%,86.37%,http://fund.eastmoney.com/400011.html
956,5955a3c92c289c31b3b82feb,28.29%,东方稳健债券,1.18%,0.25%,1.78%,0.92%,16.02%,http://fund.eastmoney.com/400009.html
957,5955a3cb2c289c31b3b82fed,170.77%,东方策略成长混合,5.31%,4.89%,9.71%,4.48%,100.10%,http://fund.eastmoney.com/400007.html
958,5955a3cd2c289c31b3b82fef,0%,东方金账簿货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/400006.html
959,5955a3cf2c289c31b3b82ff1,0%,东方金账簿货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/400005.html
960,5955a3d12c289c31b3b82ff4,618.57%,东方精选,3.97%,-6.06%,-4.16%,-2.39%,50.36%,http://fund.eastmoney.com/400003.html
961,5955a3d42c289c31b3b82ff6,406.24%,东方龙混合,5.60%,-1.68%,-3.99%,-2.59%,88.36%,http://fund.eastmoney.com/400001.html
962,5955a3d52c289c31b3b82ff8,92.38%,中海医疗保健主题股票,6.13%,10.29%,15.43%,9.28%,92.38%,http://fund.eastmoney.com/399011.html
963,5955a3d72c289c31b3b82ffa,8.20%,中海上证50,3.94%,18.25%,12.01%,9.40%,81.54%,http://fund.eastmoney.com/399001.html
964,5955a3d92c289c31b3b82ffc,155.38%,中海消费混合,9.81%,-4.60%,4.65%,0.71%,86.07%,http://fund.eastmoney.com/398061.html
965,5955a3db2c289c31b3b82fff,-14.50%,中海环保新能源,4.91%,-3.72%,2.64%,-2.51%,14.46%,http://fund.eastmoney.com/398051.html
966,5955a3dd2c289c31b3b83001,33.78%,中海量化策略混合,2.06%,1.95%,-2.09%,-2.94%,59.50%,http://fund.eastmoney.com/398041.html
967,5955a3e02c289c31b3b83003,99.97%,中海蓝筹灵活,6.19%,0.43%,10.00%,3.05%,10.50%,http://fund.eastmoney.com/398031.html
968,5955a3e22c289c31b3b83005,-0.29%,中海能源策略,9.65%,-3.56%,3.14%,0.74%,21.39%,http://fund.eastmoney.com/398021.html
969,5955a3e52c289c31b3b83007,136.86%,中海分红增利混合,6.02%,-5.89%,9.91%,-0.27%,-9.85%,http://fund.eastmoney.com/398011.html
970,5955a3e72c289c31b3b8300a,391.87%,中海优质成长混合,8.48%,-3.87%,6.20%,3.81%,28.67%,http://fund.eastmoney.com/398001.html
971,5955a3e92c289c31b3b8300c,27.61%,中海增强债券C,2.10%,-0.29%,1.19%,1.69%,17.68%,http://fund.eastmoney.com/395012.html
972,5955a3eb2c289c31b3b8300e,31.73%,中海增强债券A,2.18%,0.77%,1.98%,2.40%,19.82%,http://fund.eastmoney.com/395011.html
973,5955a3ed2c289c31b3b83010,71.16%,中海稳健债券,0.60%,-2.42%,-0.30%,0.30%,20.39%,http://fund.eastmoney.com/395001.html
974,5955a3f02c289c31b3b83013,23.01%,中海优势精选灵活配置混合,1.67%,-0.43%,-1.79%,-2.86%,12.90%,http://fund.eastmoney.com/393001.html
975,5955a3f32c289c31b3b83015,0%,中海货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/392002.html
976,5955a3f32c289c31b3b83017,0%,中海货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/392001.html
977,5955a3f52c289c31b3b83019,0%,中银理财30天债券B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/380011.html
978,5955a3f82c289c31b3b8301b,0%,中银理财30天债券A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/380010.html
979,5955a3fa2c289c31b3b8301e,43.30%,中银添利债券发起,1.49%,4.14%,2.58%,1.34%,32.56%,http://fund.eastmoney.com/380009.html
980,5955a3fc2c289c31b3b83020,0%,中银理财7天债券B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/380008.html
981,5955a3fe2c289c31b3b83022,0%,中银理财7天债券A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/380007.html
982,5955a4012c289c31b3b83024,21.63%,中银纯债债券C,1.07%,0.75%,0.88%,0.58%,14.42%,http://fund.eastmoney.com/380006.html
983,5955a4022c289c31b3b83026,23.76%,中银纯债债券A,1.17%,1.12%,1.07%,0.68%,15.77%,http://fund.eastmoney.com/380005.html
984,5955a4052c289c31b3b83029,0%,中银理财14天债券B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/380002.html
985,5955a4072c289c31b3b8302b,0%,中银理财14天债券A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/380001.html
986,5955a40a2c289c31b3b8302d,99.36%,上投摩根中小盘混合,8.40%,-5.51%,8.22%,4.09%,60.93%,http://fund.eastmoney.com/379010.html
987,5955a40c2c289c31b3b8302f,-37.70%,上投摩根全球天然资源混合,-4.30%,16.89%,-4.15%,-6.03%,-27.98%,http://fund.eastmoney.com/378546.html
988,5955a40e2c289c31b3b83032,85.36%,上投摩根成长先锋混合,7.20%,-5.30%,11.47%,6.20%,-2.45%,http://fund.eastmoney.com/378010.html
989,5955a40f2c289c31b3b83034,-5.10%,上投摩根全球新兴市场混合,2.37%,25.03%,19.37%,5.09%,-8.31%,http://fund.eastmoney.com/378006.html
990,5955a4112c289c31b3b83036,93.80%,上投摩根行业轮动混合A,9.74%,2.70%,14.88%,8.88%,58.85%,http://fund.eastmoney.com/377530.html
991,5955a4142c289c31b3b83038,144.50%,上投摩根新兴动力混合A,10.78%,6.07%,17.60%,7.61%,69.44%,http://fund.eastmoney.com/377240.html
992,5955a4162c289c31b3b8303a,109.40%,上投摩根健康品质生活混合,5.81%,-1.09%,5.65%,1.90%,75.97%,http://fund.eastmoney.com/377150.html
993,5955a4182c289c31b3b8303d,65.38%,上投摩根内需动力混合,7.67%,-5.76%,15.78%,5.54%,23.30%,http://fund.eastmoney.com/377020.html
994,5955a41a2c289c31b3b8303f,-27.20%,上投摩根亚太优势混合,0.83%,30.70%,21.13%,7.53%,22.97%,http://fund.eastmoney.com/377016.html
995,5955a41c2c289c31b3b83041,526.03%,上投摩根阿尔法混合,6.42%,23.79%,21.04%,8.63%,86.60%,http://fund.eastmoney.com/377010.html
996,5955a41f2c289c31b3b83043,61.50%,上投大盘蓝筹,9.42%,21.52%,25.29%,10.84%,75.93%,http://fund.eastmoney.com/376510.html
997,5955a4212c289c31b3b83046,466.15%,上投中国优势,9.90%,10.24%,17.72%,8.53%,74.79%,http://fund.eastmoney.com/375010.html
998,5955a4242c289c31b3b83048,144.99%,上投双核平衡,5.35%,11.95%,8.94%,2.08%,86.95%,http://fund.eastmoney.com/373020.html
999,5955a4252c289c31b3b8304a,311.83%,上投摩根双息平衡混合A,5.17%,7.67%,15.89%,6.88%,60.56%,http://fund.eastmoney.com/373010.html
1000,5955a4282c289c31b3b8304c,31.18%,上投强化债券B,0.89%,0.00%,0.08%,-0.24%,23.46%,http://fund.eastmoney.com/372110.html
1001,5955a42a2c289c31b3b8304e,34.36%,上投强化债券A,0.87%,0.39%,0.31%,-0.16%,24.89%,http://fund.eastmoney.com/372010.html
1002,5955a42d2c289c31b3b83051,35.60%,上投纯债债券B,0.89%,0.67%,1.12%,0.82%,22.83%,http://fund.eastmoney.com/371120.html
1003,5955a42f2c289c31b3b83053,40.00%,上投纯债债券A,0.86%,1.01%,1.23%,0.79%,24.22%,http://fund.eastmoney.com/371020.html
1004,5955a4302c289c31b3b83055,82.90%,上投摩根智选30混合,9.98%,15.39%,21.61%,9.59%,81.09%,http://fund.eastmoney.com/370027.html
1005,5955a4322c289c31b3b83057,8.77%,上投轮动添利债券C,0.71%,0.37%,1.02%,0.10%,14.14%,http://fund.eastmoney.com/370026.html
1006,5955a4342c289c31b3b83059,10.86%,上投轮动添利债券A,0.81%,0.87%,1.32%,0.30%,15.60%,http://fund.eastmoney.com/370025.html
1007,5955a4372c289c31b3b8305c,150.70%,上投摩根核心优选混合,9.76%,5.29%,15.64%,8.48%,77.68%,http://fund.eastmoney.com/370024.html
1008,5955a4392c289c31b3b8305e,64.19%,上投中证消费指数,4.78%,12.69%,10.82%,6.53%,54.43%,http://fund.eastmoney.com/370023.html
1009,5955a43b2c289c31b3b83060,35.12%,上投分红添利债券B,0.77%,0.34%,0.47%,0.00%,24.81%,http://fund.eastmoney.com/370022.html
1010,5955a43c2c289c31b3b83062,37.87%,上投分红添利债券A,0.77%,0.72%,0.66%,0.10%,26.00%,http://fund.eastmoney.com/370021.html
1011,5955a43e2c289c31b3b83064,0%,上投货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/370011.html
1012,5955a4402c289c31b3b83067,0%,上投货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/370010.html
1013,5955a4422c289c31b3b83069,0%,光大添天盈理财债券B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/360020.html
1014,5955a4442c289c31b3b8306b,0%,光大添天盈理财债券A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/360019.html
1015,5955a4452c289c31b3b8306d,93.92%,光大保德信行业轮动混合,4.75%,1.50%,1.39%,-4.24%,82.06%,http://fund.eastmoney.com/360016.html
1016,5955a4472c289c31b3b8306f,36.78%,光大添益债券C,0.79%,0.00%,0.29%,0.10%,21.34%,http://fund.eastmoney.com/360014.html
1017,5955a4492c289c31b3b83072,39.21%,光大添益债券A,0.79%,0.29%,0.49%,0.20%,22.33%,http://fund.eastmoney.com/360013.html
1018,5955a44c2c289c31b3b83074,75.74%,光大保德信中小盘混合,3.94%,0.30%,-2.37%,-4.12%,93.90%,http://fund.eastmoney.com/360012.html
1019,5955a44e2c289c31b3b83076,125.00%,光大动态优选,3.72%,-0.07%,-1.98%,-3.73%,72.42%,http://fund.eastmoney.com/360011.html
1020,5955a4512c289c31b3b83078,78.50%,光大保德信均衡精选混合,4.61%,6.76%,1.14%,-2.62%,114.59%,http://fund.eastmoney.com/360010.html
1021,5955a4532c289c31b3b8307a,36.61%,光大增利C,0.64%,0.00%,0.37%,0.00%,13.24%,http://fund.eastmoney.com/360009.html
1022,5955a4552c289c31b3b8307d,41.56%,光大增利A,0.63%,0.27%,0.54%,0.09%,14.56%,http://fund.eastmoney.com/360008.html
1023,5955a4582c289c31b3b8307f,38.99%,光大保德信优势配置混合,5.85%,8.46%,3.68%,2.33%,91.74%,http://fund.eastmoney.com/360007.html
1024,5955a4592c289c31b3b83081,257.52%,光大保德信新增长混合,7.60%,10.35%,6.91%,-0.78%,52.57%,http://fund.eastmoney.com/360006.html
1025,5955a45b2c289c31b3b83083,441.27%,光大保德信红利混合,4.32%,0.43%,-1.56%,-1.98%,84.89%,http://fund.eastmoney.com/360005.html
1026,5955a45d2c289c31b3b83086,0%,光大货币,0%,0%,0%,0%,0%,http://fund.eastmoney.com/360003.html
1027,5955a4602c289c31b3b83088,348.87%,光大量化核心,3.89%,-2.38%,-9.12%,-7.40%,60.86%,http://fund.eastmoney.com/360001.html
1028,5955a4622c289c31b3b8308a,38.32%,天治研究驱动混合A,1.90%,8.05%,5.35%,3.96%,19.05%,http://fund.eastmoney.com/350009.html
1029,5955a4642c289c31b3b8308c,62.70%,天治新消费混合,10.38%,-3.73%,14.98%,6.69%,33.80%,http://fund.eastmoney.com/350008.html
1030,5955a4652c289c31b3b8308e,-7.60%,天治趋势精选,5.84%,-5.62%,7.07%,2.90%,4.17%,http://fund.eastmoney.com/350007.html
1031,5955a4672c289c31b3b83091,86.78%,天治稳健双盈债券,1.26%,2.93%,4.74%,2.67%,46.35%,http://fund.eastmoney.com/350006.html
1032,5955a4682c289c31b3b83093,72.64%,天治中国制造2025,5.86%,2.93%,15.68%,8.33%,41.60%,http://fund.eastmoney.com/350005.html
1033,5955a46b2c289c31b3b83095,0%,天治天得利货币,0%,0%,0%,0%,0%,http://fund.eastmoney.com/350004.html
1034,5955a46d2c289c31b3b83097,180.55%,天治低碳经济混合,7.18%,-0.36%,13.97%,5.84%,2.32%,http://fund.eastmoney.com/350002.html
1035,5955a46f2c289c31b3b83099,322.63%,天治财富增长,6.55%,-4.20%,12.78%,7.15%,76.76%,http://fund.eastmoney.com/350001.html
1036,5955a4712c289c31b3b8309c,66.94%,兴全磐稳增利债券,1.96%,2.66%,1.35%,0.59%,46.29%,http://fund.eastmoney.com/340009.html
1037,5955a4742c289c31b3b8309e,234.30%,兴全有机增长混合,9.06%,20.38%,20.86%,12.12%,111.81%,http://fund.eastmoney.com/340008.html
1038,5955a4752c289c31b3b830a0,259.54%,兴全社会责任混合,9.84%,22.39%,19.17%,12.25%,108.01%,http://fund.eastmoney.com/340007.html
1039,5955a4782c289c31b3b830a2,495.86%,兴全全球视野股票,1.57%,-5.26%,-5.19%,-4.65%,48.82%,http://fund.eastmoney.com/340006.html
1040,5955a47a2c289c31b3b830a4,0%,兴全货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/340005.html
1041,5955a47d2c289c31b3b830a7,626.78%,兴全可转债混合,4.59%,4.06%,2.28%,1.55%,58.35%,http://fund.eastmoney.com/340001.html
1042,5955a47f2c289c31b3b830a9,63.14%,诺安研究精选股票,4.33%,5.15%,0.11%,-3.59%,50.36%,http://fund.eastmoney.com/320022.html
1043,5955a4812c289c31b3b830ab,41.80%,诺安双利债券,1.43%,1.65%,2.46%,1.36%,25.38%,http://fund.eastmoney.com/320021.html
1044,5955a4832c289c31b3b830ad,31.91%,诺安汇鑫保本,0.60%,0.50%,0.40%,1.52%,-1.96%,http://fund.eastmoney.com/320020.html
1045,5955a4862c289c31b3b830b0,0%,诺安货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/320019.html
1046,5955a4872c289c31b3b830b2,69.78%,诺安新动力灵活配置,3.89%,-6.40%,-2.56%,0.13%,48.78%,http://fund.eastmoney.com/320018.html
1047,5955a48a2c289c31b3b830b4,54.50%,诺安全球不动产,1.18%,0.13%,3.28%,2.52%,31.15%,http://fund.eastmoney.com/320017.html
1048,5955a48b2c289c31b3b830b6,54.40%,诺安多策略混合,2.18%,-1.28%,-6.76%,-6.08%,50.19%,http://fund.eastmoney.com/320016.html
1049,5955a48d2c289c31b3b830b8,52.84%,诺安行业轮动混合,0.20%,0.04%,0.52%,0.28%,24.65%,http://fund.eastmoney.com/320015.html
1050,5955a48f2c289c31b3b830ba,10.60%,诺安上证新兴联接,6.55%,4.93%,2.22%,-1.95%,44.20%,http://fund.eastmoney.com/320014.html
1051,5955a4912c289c31b3b830bd,-13.21%,诺安全球黄金,-2.31%,-3.95%,5.53%,-1.84%,0.50%,http://fund.eastmoney.com/320013.html
1052,5955a4922c289c31b3b830bf,78.37%,诺安主题精选混合,4.90%,13.00%,5.38%,-0.43%,68.43%,http://fund.eastmoney.com/320012.html
1053,5955a4942c289c31b3b830c1,188.01%,诺安中小盘精选混合,4.92%,15.48%,7.99%,2.09%,158.52%,http://fund.eastmoney.com/320011.html
1054,5955a4972c289c31b3b830c3,17.20%,诺安中证100,7.33%,27.95%,18.86%,13.02%,91.19%,http://fund.eastmoney.com/320010.html
1055,5955a4982c289c31b3b830c5,49.18%,诺安增利债券B,0.61%,-7.33%,-0.75%,0.31%,24.40%,http://fund.eastmoney.com/320009.html
1056,5955a49a2c289c31b3b830c8,55.78%,诺安增利债券A,0.58%,-6.70%,-0.58%,0.44%,26.49%,http://fund.eastmoney.com/320008.html
1057,5955a49c2c289c31b3b830ca,51.19%,诺安成长混合,1.81%,-13.80%,-5.95%,-2.88%,28.92%,http://fund.eastmoney.com/320007.html
1058,5955a49e2c289c31b3b830cc,278.10%,诺安灵活配置,4.92%,8.75%,3.38%,0.22%,104.34%,http://fund.eastmoney.com/320006.html
1059,5955a4a12c289c31b3b830ce,121.78%,诺安价值增长混合,2.19%,0.26%,-3.12%,-4.64%,60.52%,http://fund.eastmoney.com/320005.html
1060,5955a4a32c289c31b3b830d0,91.78%,诺安优化收益债券,0.90%,2.60%,1.06%,1.20%,29.10%,http://fund.eastmoney.com/320004.html
1061,5955a4a52c289c31b3b830d3,395.05%,诺安先锋混合,3.83%,1.83%,0.35%,-0.34%,51.87%,http://fund.eastmoney.com/320003.html
1062,5955a4a72c289c31b3b830d5,0%,诺安货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/320002.html
1063,5955a4a92c289c31b3b830d7,317.14%,诺安平衡,4.29%,-0.81%,8.19%,5.09%,28.88%,http://fund.eastmoney.com/320001.html
1064,5955a4ab2c289c31b3b830d9,52.94%,申万可转换债券,4.47%,-1.26%,1.76%,1.37%,37.71%,http://fund.eastmoney.com/310518.html
1065,5955a4ad2c289c31b3b830dc,55.33%,申万菱信稳益宝债券,1.20%,4.00%,2.58%,0.89%,34.49%,http://fund.eastmoney.com/310508.html
1066,5955a4af2c289c31b3b830de,43.90%,申万菱信沪深300价值指数,6.43%,32.35%,20.15%,11.59%,104.52%,http://fund.eastmoney.com/310398.html
1067,5955a4b12c289c31b3b830e0,55.15%,申万菱信消费增长混合,7.37%,19.70%,21.59%,6.53%,57.58%,http://fund.eastmoney.com/310388.html
1068,5955a4b42c289c31b3b830e2,53.42%,申万菱信添益宝债券B,0.67%,1.77%,1.31%,0.57%,24.97%,http://fund.eastmoney.com/310379.html
1069,5955a4b52c289c31b3b830e4,56.95%,申万菱信添益宝债券A,0.67%,2.05%,1.40%,0.57%,25.47%,http://fund.eastmoney.com/310378.html
1070,5955a4b82c289c31b3b830e7,125.96%,申万菱信竞争优势混合,6.48%,8.44%,10.97%,2.39%,48.39%,http://fund.eastmoney.com/310368.html
1071,5955a4ba2c289c31b3b830e9,137.80%,申万菱信新经济混合,8.26%,23.02%,22.84%,7.70%,50.87%,http://fund.eastmoney.com/310358.html
1072,5955a4bb2c289c31b3b830eb,0%,申万收益宝货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/310339.html
1073,5955a4bd2c289c31b3b830ed,0%,申万菱信收益宝货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/310338.html
1074,5955a4c02c289c31b3b830ef,283.97%,申万菱信新动力混合,2.44%,-2.48%,0.55%,0.45%,64.03%,http://fund.eastmoney.com/310328.html
1075,5955a4c22c289c31b3b830f2,326.75%,申万菱信沪深300指数增强,6.70%,27.66%,12.91%,5.27%,131.20%,http://fund.eastmoney.com/310318.html
1076,5955a4c52c289c31b3b830f4,381.19%,申万菱信盛利精选混合,5.52%,11.64%,11.74%,3.13%,45.66%,http://fund.eastmoney.com/310308.html
1077,5955a4c72c289c31b3b830f6,31.18%,泰信增强债券C,0.86%,-0.73%,-0.24%,0.32%,12.61%,http://fund.eastmoney.com/291007.html
1078,5955a4c92c289c31b3b830f8,63.40%,泰信现代服务业混合,1.63%,0.78%,-2.14%,-5.23%,61.80%,http://fund.eastmoney.com/290014.html
1079,5955a4cc2c289c31b3b830fb,35.88%,泰信行业精选混合A,2.09%,4.05%,1.48%,-2.09%,33.10%,http://fund.eastmoney.com/290012.html
1080,5955a4ce2c289c31b3b830fd,103.68%,泰信中小盘精选混合,1.75%,-5.59%,-0.91%,-3.39%,60.79%,http://fund.eastmoney.com/290011.html
1081,5955a4d02c289c31b3b830ff,7.41%,泰信中证200,5.72%,6.58%,3.54%,-0.47%,55.77%,http://fund.eastmoney.com/290010.html
1082,5955a4d12c289c31b3b83101,44.76%,泰信周期债券,0.81%,0.54%,0.71%,0.54%,18.43%,http://fund.eastmoney.com/290009.html
1083,5955a4d32c289c31b3b83103,50.53%,泰信发展主题混合,1.93%,-2.97%,-1.33%,-4.48%,58.46%,http://fund.eastmoney.com/290008.html
1084,5955a4d52c289c31b3b83106,35.14%,泰信增强债券A,0.91%,-0.34%,-0.04%,0.41%,13.93%,http://fund.eastmoney.com/290007.html
1085,5955a4d82c289c31b3b83108,60.86%,泰信蓝筹精选混合,2.63%,-16.40%,-12.01%,-11.97%,24.32%,http://fund.eastmoney.com/290006.html
1086,5955a4da2c289c31b3b8310a,105.04%,泰信优势增长,2.35%,-14.48%,-7.87%,-7.53%,9.31%,http://fund.eastmoney.com/290005.html
1087,5955a4dc2c289c31b3b8310c,60.10%,泰信优质生活混合,1.11%,-11.38%,-5.06%,-3.13%,37.14%,http://fund.eastmoney.com/290004.html
1088,5955a4de2c289c31b3b8310e,50.76%,泰信双息双利债券,0.68%,0.24%,0.27%,0.19%,13.74%,http://fund.eastmoney.com/290003.html
1089,5955a4e02c289c31b3b83111,166.59%,泰信先行策略,1.71%,-10.02%,-3.80%,-6.72%,-0.22%,http://fund.eastmoney.com/290002.html
1090,5955a4e22c289c31b3b83113,0%,泰信天天收益货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/290001.html
1091,5955a4e42c289c31b3b83115,0%,华夏货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/288201.html
1092,5955a4e62c289c31b3b83117,123.11%,华夏稳定双利债券C,1.79%,0.09%,0.49%,0.72%,24.34%,http://fund.eastmoney.com/288102.html
1093,5955a4e82c289c31b3b83119,0%,华夏货币A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/288101.html
1094,5955a4ea2c289c31b3b8311c,1018.19%,华夏收入混合,6.11%,16.30%,10.07%,5.27%,91.44%,http://fund.eastmoney.com/288002.html
1095,5955a4ec2c289c31b3b8311e,368.07%,华夏经典混合,3.95%,2.60%,5.23%,0.79%,3.85%,http://fund.eastmoney.com/288001.html
1096,5955a4ee2c289c31b3b83120,95.90%,广发新经济混合,7.99%,14.63%,15.92%,9.50%,40.73%,http://fund.eastmoney.com/270050.html
1097,5955a4f02c289c31b3b83122,30.45%,广发纯债债券C,1.20%,0.06%,0.94%,0.68%,27.40%,http://fund.eastmoney.com/270049.html
1098,5955a4f22c289c31b3b83124,31.55%,广发纯债债券A,1.20%,0.41%,1.20%,0.85%,27.84%,http://fund.eastmoney.com/270048.html
1099,5955a4f42c289c31b3b83127,0%,广发理财30天债券B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/270047.html
1100,5955a4f62c289c31b3b83129,0%,广发理财30天债券A,0%,0%,0%,0%,0%,http://fund.eastmoney.com/270046.html
1101,5955a4f82c289c31b3b8312b,24.00%,广发双债添利债券C,1.06%,1.72%,1.89%,1.06%,22.53%,http://fund.eastmoney.com/270045.html
1102,5955a4fa2c289c31b3b8312d,25.30%,广发双债添利债券A,1.13%,2.20%,2.12%,1.21%,22.96%,http://fund.eastmoney.com/270044.html
1103,5955a4fd2c289c31b3b8312f,18.39%,广发理财年年红债券,0.00%,0.00%,0.00%,0.00%,8.05%,http://fund.eastmoney.com/270043.html
1104,5955a4ff2c289c31b3b83132,115.94%,广发纳斯达克100指数,-1.71%,36.85%,13.97%,5.14%,63.77%,http://fund.eastmoney.com/270042.html
1105,5955a5012c289c31b3b83134,138.70%,广发消费品精选混合,6.56%,20.31%,18.87%,8.16%,94.86%,http://fund.eastmoney.com/270041.html
1106,5955a5032c289c31b3b83136,45.84%,广发聚财信用债券B,1.21%,-0.88%,0.84%,0.46%,35.11%,http://fund.eastmoney.com/270030.html
1107,5955a5052c289c31b3b83138,48.43%,广发聚财信用债券A,1.29%,-0.45%,1.01%,0.64%,36.23%,http://fund.eastmoney.com/270029.html
1108,5955a5072c289c31b3b8313b,134.60%,广发制造业精选混合,7.47%,0.21%,2.45%,-0.85%,74.04%,http://fund.eastmoney.com/270028.html
1109,5955a5092c289c31b3b8313d,18.20%,广发全球农业指数,-1.75%,16.57%,1.72%,0.25%,9.34%,http://fund.eastmoney.com/270027.html
1110,5955a50c2c289c31b3b8313f,19.09%,广发中小板300联接,5.67%,-2.65%,1.73%,-1.64%,38.32%,http://fund.eastmoney.com/270026.html
1111,5955a50e2c289c31b3b83141,105.90%,广发行业领先混合A,8.95%,7.29%,12.59%,12.05%,103.05%,http://fund.eastmoney.com/270025.html
1112,5955a5112c289c31b3b83143,97.84%,广发全球精选股票(QDII),0.76%,28.58%,18.90%,5.96%,36.93%,http://fund.eastmoney.com/270023.html
1113,5955a5122c289c31b3b83146,1.34%,广发内需增长,4.16%,10.24%,9.20%,1.76%,55.89%,http://fund.eastmoney.com/270022.html
1114,5955a5152c289c31b3b83148,77.00%,广发聚瑞混合,5.48%,-1.50%,2.73%,-1.72%,16.07%,http://fund.eastmoney.com/270021.html
1115,5955a5172c289c31b3b8314a,0%,广发货币B,0%,0%,0%,0%,0%,http://fund.eastmoney.com/270014.html
1116,5955a5192c289c31b3b8314c,104.45%,广发沪深300ETF联接A,5.51%,18.65%,11.60%,6.37%,72.46%,http://fund.eastmoney.com/270010.html
1117,5955a51b2c289c31b3b8314f,67.23%,广发增强债券,0.82%,-0.62%,1.00%,0.54%,26.02%,http://fund.eastmoney.com/270009.html
1118,5955a51d2c289c31b3b83151,272.05%,广发核心精选混合,5.20%,8.25%,11.40%,0.59%,85.47%,http://fund.eastmoney.com/270008.html
1119,5955a5202c289c31b3b83153,6.29%,广发大盘成长,3.63%,-2.00%,0.34%,-2.03%,62.60%,http://fund.eastmoney.com/270007.html
1120,5955a5222c289c31b3b83155,291.88%,广发策略优选,6.49%,0.41%,3.13%,-0.67%,42.87%,http://fund.eastmoney.com/270006.html
